Sample ID	Sex	Verbose Population ID	Simple Population ID	Region	Country	Town or more precise location	Latitude	Longitude	In analysis dataset (1=yes, 0=no)	Release conditions (1=fully public, 0=signed letter)	Contributor for unpublished samples (*indicates a contributor who wished to be acknowledged rather than being listed as an author)											
ADR00089	M	Eskimo_Naukan	Eskimo	CentralAsiaSiberia	Russia	?	66.02	169.71	1	1	Rem Sukernik / Anna Di Rienzo*											
ADR00090	M	Eskimo_Naukan	Eskimo	CentralAsiaSiberia	Russia	?	66.02	169.71	1	1	Rem Sukernik / Anna Di Rienzo*											
ADR00092	M	Eskimo_Naukan	Eskimo	CentralAsiaSiberia	Russia	?	66.02	169.71	1	1	Rem Sukernik / Anna Di Rienzo*											
ADR00093	M	Eskimo_Naukan	Eskimo	CentralAsiaSiberia	Russia	?	66.02	169.71	1	1	Rem Sukernik / Anna Di Rienzo*											
ADR00095	M	Eskimo_Naukan	Eskimo	CentralAsiaSiberia	Russia	?	66.02	169.71	0	1	Rem Sukernik / Anna Di Rienzo*											
ADR00096	F	Eskimo_Naukan	Eskimo	CentralAsiaSiberia	Russia	?	66.02	169.71	1	1	Rem Sukernik / Anna Di Rienzo*											
ADR00098	F	Eskimo_Naukan	Eskimo	CentralAsiaSiberia	Russia	?	66.02	169.71	1	1	Rem Sukernik / Anna Di Rienzo*											
ADR00102	F	Eskimo_Naukan	Eskimo	CentralAsiaSiberia	Russia	?	66.02	169.71	1	1	Rem Sukernik / Anna Di Rienzo*											
Nesk_01	F	Eskimo_Naukan	Eskimo	CentralAsiaSiberia	Russia	Naukan	66.02	169.71	0	1	Rem Sukernik / Stanislav Dryomov											
Nesk_03	F	Eskimo_Naukan	Eskimo	CentralAsiaSiberia	Russia	Naukan	66.02	169.71	0	1	Rem Sukernik / Stanislav Dryomov											
Nesk_05	F	Eskimo_Naukan	Eskimo	CentralAsiaSiberia	Russia	Naukan	66.02	169.71	0	1	Rem Sukernik / Stanislav Dryomov											
Nesk_15	F	Eskimo_Naukan	Eskimo	CentralAsiaSiberia	Russia	Naukan	66.02	169.71	1	1	Rem Sukernik / Stanislav Dryomov											
Nesk_22	F	Eskimo_Naukan	Eskimo	CentralAsiaSiberia	Russia	Naukan	66.02	169.71	1	1	Rem Sukernik / Stanislav Dryomov											
Nesk_23	M	Eskimo_Naukan	Eskimo	CentralAsiaSiberia	Russia	Naukan	66.02	169.71	1	1	Rem Sukernik / Stanislav Dryomov											
Nesk_25	F	Eskimo_Naukan	Eskimo	CentralAsiaSiberia	Russia	Naukan	66.02	169.71	1	1	Rem Sukernik / Stanislav Dryomov											
Nesk_31	F	Eskimo_Naukan	Eskimo	CentralAsiaSiberia	Russia	Naukan	66.02	169.71	0	1	Rem Sukernik / Stanislav Dryomov											
Nesk10	M	Eskimo_Naukan	Eskimo	CentralAsiaSiberia	Russia	Naukan	66.02	169.71	0	1	Rem Sukernik / Stanislav Dryomov											
Nesk19	F	Eskimo_Naukan	Eskimo	CentralAsiaSiberia	Russia	Naukan	66.02	169.71	1	1	Rem Sukernik / Stanislav Dryomov											
Nesk21	F	Eskimo_Naukan	Eskimo	CentralAsiaSiberia	Russia	Naukan	66.02	169.71	0	1	Rem Sukernik / Stanislav Dryomov											
Nesk8	F	Eskimo_Naukan	Eskimo	CentralAsiaSiberia	Russia	Naukan	66.02	169.71	1	1	Rem Sukernik / Stanislav Dryomov											
Sir14	M	Eskimo_Sireniki	Eskimo	CentralAsiaSiberia	Russia	Sireniki	64.4	173.9	1	1	Rem Sukernik / Stanislav Dryomov											
Sir26	M	Eskimo_Sireniki	Eskimo	CentralAsiaSiberia	Russia	Sireniki	64.4	173.9	1	1	Rem Sukernik / Stanislav Dryomov											
Sir43	M	Eskimo_Sireniki	Eskimo	CentralAsiaSiberia	Russia	Sireniki	64.4	173.9	1	1	Rem Sukernik / Stanislav Dryomov											
Sir61	F	Eskimo_Sireniki	Eskimo	CentralAsiaSiberia	Russia	Sireniki	64.4	173.9	1	1	Rem Sukernik / Stanislav Dryomov											
Sir77	F	Eskimo_Sireniki	Eskimo	CentralAsiaSiberia	Russia	Sireniki	64.4	173.9	1	1	Rem Sukernik / Stanislav Dryomov											
Nlk1	F	Even	Even	CentralAsiaSiberia	Russia	Djigda	57.53	135.88	1	1	Rem Sukernik / Stanislav Dryomov											
Nlk10	F	Even	Even	CentralAsiaSiberia	Russia	Djigda	57.53	135.88	1	1	Rem Sukernik / Stanislav Dryomov											
Nlk14	M	Even	Even	CentralAsiaSiberia	Russia	Djigda	57.53	135.88	1	1	Rem Sukernik / Stanislav Dryomov											
Nlk16	F	Even	Even	CentralAsiaSiberia	Russia	Djigda	57.53	135.88	1	1	Rem Sukernik / Stanislav Dryomov											
Nlk18	M	Even	Even	CentralAsiaSiberia	Russia	Djigda	57.53	135.88	1	1	Rem Sukernik / Stanislav Dryomov											
Nlk19	M	Even	Even	CentralAsiaSiberia	Russia	Djigda	57.53	135.88	1	1	Rem Sukernik / Stanislav Dryomov											
Nlk3	F	Even	Even	CentralAsiaSiberia	Russia	Djigda	57.53	135.88	1	1	Rem Sukernik / Stanislav Dryomov											
Nlk5	F	Even	Even	CentralAsiaSiberia	Russia	Djigda	57.53	135.88	1	1	Rem Sukernik / Stanislav Dryomov											
Nlk6	F	Even	Even	CentralAsiaSiberia	Russia	Djigda	57.53	135.88	1	1	Rem Sukernik / Stanislav Dryomov											
Nlk9	F	Even	Even	CentralAsiaSiberia	Russia	Djigda	57.53	135.88	1	1	Rem Sukernik / Stanislav Dryomov											
Kor57	M	Itelmen	Itelmen	CentralAsiaSiberia	Russia	Kovran	57.2	156.9	1	1	Rem Sukernik / Stanislav Dryomov											
Kor60	M	Itelmen	Itelmen	CentralAsiaSiberia	Russia	Kovran	57.2	156.9	1	1	Rem Sukernik / Stanislav Dryomov											
Kor62	F	Itelmen	Itelmen	CentralAsiaSiberia	Russia	Kovran	57.2	156.9	1	1	Rem Sukernik / Stanislav Dryomov											
Kor72	F	Itelmen	Itelmen	CentralAsiaSiberia	Russia	Kovran	57.2	156.9	1	1	Rem Sukernik / Stanislav Dryomov											
Kor76	F	Itelmen	Itelmen	CentralAsiaSiberia	Russia	Kovran	57.2	156.9	1	1	Rem Sukernik / Stanislav Dryomov											
Kor78	F	Itelmen	Itelmen	CentralAsiaSiberia	Russia	Kovran	57.2	156.9	1	1	Rem Sukernik / Stanislav Dryomov											
Kor86	F	Itelmen	Itelmen	CentralAsiaSiberia	Russia	Kovran	57.2	156.9	0	1	Rem Sukernik / Stanislav Dryomov											
kalmyk11	M	Kalmyk	Kalmyk	CentralAsiaSiberia	Russia	Yashkul_in_Republic of Kalmykia	46.169444	45.342778	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
kalmyk13	M	Kalmyk	Kalmyk	CentralAsiaSiberia	Russia	Yashkul_in_Republic of Kalmykia	46.169444	45.342778	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
kalmyk14	M	Kalmyk	Kalmyk	CentralAsiaSiberia	Russia	Yashkul_in_Republic of Kalmykia	46.169444	45.342778	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
kalmyk22	M	Kalmyk	Kalmyk	CentralAsiaSiberia	Russia	Yashkul_in_Republic of Kalmykia	46.169444	45.342778	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
kalmyk32	M	Kalmyk	Kalmyk	CentralAsiaSiberia	Russia	Yashkul_in_Republic of Kalmykia	46.169444	45.342778	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
kalmyk39	M	Kalmyk	Kalmyk	CentralAsiaSiberia	Russia	Yashkul_in_Republic of Kalmykia	46.169444	45.342778	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
kalmyk44	M	Kalmyk	Kalmyk	CentralAsiaSiberia	Russia	Yashkul_in_Republic of Kalmykia	46.169444	45.342778	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
kalmyk55	M	Kalmyk	Kalmyk	CentralAsiaSiberia	Russia	Yashkul_in_Republic of Kalmykia	46.169444	45.342778	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
kalmyk67	M	Kalmyk	Kalmyk	CentralAsiaSiberia	Russia	Yashkul_in_Republic of Kalmykia	46.169444	45.342778	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
kalmyk9	M	Kalmyk	Kalmyk	CentralAsiaSiberia	Russia	Yashkul_in_Republic of Kalmykia	46.169444	45.342778	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov											
Kor16	F	Koryak	Koryak	CentralAsiaSiberia	Russia	Voyampolka	58.3	159.38	0	1	Rem Sukernik / Stanislav Dryomov											
Kor2	M	Koryak	Koryak	CentralAsiaSiberia	Russia	Voyampolka	58.3	159.38	1	1	Rem Sukernik / Stanislav Dryomov											
Kor22	M	Koryak	Koryak	CentralAsiaSiberia	Russia	Voyampolka	58.3	159.38	1	1	Rem Sukernik / Stanislav Dryomov											
Kor30	M	Koryak	Koryak	CentralAsiaSiberia	Russia	Voyampolka	58.3	159.38	1	1	Rem Sukernik / Stanislav Dryomov											
Kor31	F	Koryak	Koryak	CentralAsiaSiberia	Russia	Voyampolka	58.3	159.38	0	1	Rem Sukernik / Stanislav Dryomov											
Kor33	M	Koryak	Koryak	CentralAsiaSiberia	Russia	Voyampolka	58.3	159.38	0	1	Rem Sukernik / Stanislav Dryomov											
Kor35	F	Koryak	Koryak	CentralAsiaSiberia	Russia	Voyampolka	58.3	159.38	1	1	Rem Sukernik / Stanislav Dryomov											
Kor39	M	Koryak	Koryak	CentralAsiaSiberia	Russia	Voyampolka	58.3	159.38	0	1	Rem Sukernik / Stanislav Dryomov											
Kor40	F	Koryak	Koryak	CentralAsiaSiberia	Russia	Voyampolka	58.3	159.38	1	1	Rem Sukernik / Stanislav Dryomov											
Kor49	F	Koryak	Koryak	CentralAsiaSiberia	Russia	Voyampolka	58.3	159.38	1	1	Rem Sukernik / Stanislav Dryomov											
Kor54	F	Koryak	Koryak	CentralAsiaSiberia	Russia	Voyampolka	58.3	159.38	1	1	Rem Sukernik / Stanislav Dryomov											
Kor61	M	Koryak	Koryak	CentralAsiaSiberia	Russia	Kovran	57.2	156.9	1	1	Rem Sukernik / Stanislav Dryomov											
Kor66	F	Koryak	Koryak	CentralAsiaSiberia	Russia	Kovran	57.2	156.9	1	1	Rem Sukernik / Stanislav Dryomov											
Mansi43	F	Mansi	Mansi	CentralAsiaSiberia	Russia	Konda river	60.2	66.47	1	1	Rem Sukernik / Stanislav Dryomov											
Mansi48	F	Mansi	Mansi	CentralAsiaSiberia	Russia	Konda river	60.2	66.47	1	1	Rem Sukernik / Stanislav Dryomov											
Mansi56	M	Mansi	Mansi	CentralAsiaSiberia	Russia	Konda river	60.2	66.47	1	1	Rem Sukernik / Stanislav Dryomov											
Mansi76	M	Mansi	Mansi	CentralAsiaSiberia	Russia	Sos'va river	63.8	61.45	1	1	Rem Sukernik / Stanislav Dryomov											
Mansi79	M	Mansi	Mansi	CentralAsiaSiberia	Russia	Sos'va river	63.8	61.45	1	1	Rem Sukernik / Stanislav Dryomov											
Mansi84	M	Mansi	Mansi	CentralAsiaSiberia	Russia	Sos'va river	63.8	61.45	1	1	Rem Sukernik / Stanislav Dryomov											
Mansi91	F	Mansi	Mansi	CentralAsiaSiberia	Russia	Sos'va river	63.8	61.45	1	1	Rem Sukernik / Stanislav Dryomov											
Mansi94	M	Mansi	Mansi	CentralAsiaSiberia	Russia	Sos'va river	63.8	61.45	1	1	Rem Sukernik / Stanislav Dryomov											
ADR00504	M	Nganasan	Nganasan	CentralAsiaSiberia	Russia	?	71	95	1	1	Rem Sukernik / Elena B. Starikovskaya											
ADR00507	M	Nganasan	Nganasan	CentralAsiaSiberia	Russia	?	71	95	1	1	Rem Sukernik / Elena B. Starikovskaya											
ADR00508	F	Nganasan	Nganasan	CentralAsiaSiberia	Russia	?	71	95	1	1	Rem Sukernik / Elena B. Starikovskaya											
ADR00509	M	Nganasan	Nganasan	CentralAsiaSiberia	Russia	?	71	95	1	1	Rem Sukernik / Elena B. Starikovskaya											
ADR00510	M	Nganasan	Nganasan	CentralAsiaSiberia	Russia	?	71	95	1	1	Rem Sukernik / Elena B. Starikovskaya											
ADR00511	M	Nganasan	Nganasan	CentralAsiaSiberia	Russia	?	71	95	1	1	Rem Sukernik / Elena B. Starikovskaya											
ADR00512	M	Nganasan	Nganasan	CentralAsiaSiberia	Russia	?	71	95	1	1	Rem Sukernik / Elena B. Starikovskaya											
ADR00513	M	Nganasan	Nganasan	CentralAsiaSiberia	Russia	?	71	95	1	1	Rem Sukernik / Elena B. Starikovskaya											
ADR00514	F	Nganasan	Nganasan	CentralAsiaSiberia	Russia	?	71	95	1	1	Rem Sukernik / Elena B. Starikovskaya											
ADR00515	F	Nganasan	Nganasan	CentralAsiaSiberia	Russia	?	71	95	1	1	Rem Sukernik / Elena B. Starikovskaya											
Nga_051	F	Nganasan	Nganasan	CentralAsiaSiberia	Russia	?	71	95	0	1	Rem Sukernik / Elena B. Starikovskaya											
Nga_052	M	Nganasan	Nganasan	CentralAsiaSiberia	Russia	?	71	95	0	1	Rem Sukernik / Elena B. Starikovskaya											
Ngfn21	F	Nganasan	Nganasan	CentralAsiaSiberia	Russia	Factoria Novaya	71.9	102.5	0	1	Rem Sukernik / Elena B. Starikovskaya											
Nov_005	M	Nganasan	Nganasan	CentralAsiaSiberia	Russia	Factoria Novaya	71.9	102.5	1	1	Rem Sukernik / Elena B. Starikovskaya											
Selkup105	M	Selkup	Selkup	CentralAsiaSiberia	Russia	Tolka Purovskaja  in Purovsky-rayon, Yamalo-Nenets Autonomous Okrug  / Farkovo in Turukhansky rayon, Krasnoyarsky kray / Krasnoselkup in  Krasnoselkupsky rayon, Yamalo-Nenets Autonomous Okrug / Sovetskaja Rechka in Krasnoselkupsky rayon, Yamalo-Nenets Autonomous Okrug / Tolka Krasnoselkupskaya in Krasnoselkupsky rayon, Yamalo-Nenets Autonomous Okrug	65.5344562714	82.2994849143	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Ludmila Osipova											
Selkup121	F	Selkup	Selkup	CentralAsiaSiberia	Russia	Tolka Purovskaja  in Purovsky-rayon, Yamalo-Nenets Autonomous Okrug  / Farkovo in Turukhansky rayon, Krasnoyarsky kray / Krasnoselkup in  Krasnoselkupsky rayon, Yamalo-Nenets Autonomous Okrug / Sovetskaja Rechka in Krasnoselkupsky rayon, Yamalo-Nenets Autonomous Okrug / Tolka Krasnoselkupskaya in Krasnoselkupsky rayon, Yamalo-Nenets Autonomous Okrug	65.5344562714	82.2994849143	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Ludmila Osipova											
Selkup21	M	Selkup	Selkup	CentralAsiaSiberia	Russia	Tolka Purovskaja  in Purovsky-rayon, Yamalo-Nenets Autonomous Okrug  / Farkovo in Turukhansky rayon, Krasnoyarsky kray / Krasnoselkup in  Krasnoselkupsky rayon, Yamalo-Nenets Autonomous Okrug / Sovetskaja Rechka in Krasnoselkupsky rayon, Yamalo-Nenets Autonomous Okrug / Tolka Krasnoselkupskaya in Krasnoselkupsky rayon, Yamalo-Nenets Autonomous Okrug	65.5344562714	82.2994849143	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Ludmila Osipova											
Selkup220	M	Selkup	Selkup	CentralAsiaSiberia	Russia	Tolka Purovskaja  in Purovsky-rayon, Yamalo-Nenets Autonomous Okrug  / Farkovo in Turukhansky rayon, Krasnoyarsky kray / Krasnoselkup in  Krasnoselkupsky rayon, Yamalo-Nenets Autonomous Okrug / Sovetskaja Rechka in Krasnoselkupsky rayon, Yamalo-Nenets Autonomous Okrug / Tolka Krasnoselkupskaya in Krasnoselkupsky rayon, Yamalo-Nenets Autonomous Okrug	65.5344562714	82.2994849143	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Ludmila Osipova											
Selkup38	M	Selkup	Selkup	CentralAsiaSiberia	Russia	Tolka Purovskaja  in Purovsky-rayon, Yamalo-Nenets Autonomous Okrug  / Farkovo in Turukhansky rayon, Krasnoyarsky kray / Krasnoselkup in  Krasnoselkupsky rayon, Yamalo-Nenets Autonomous Okrug / Sovetskaja Rechka in Krasnoselkupsky rayon, Yamalo-Nenets Autonomous Okrug / Tolka Krasnoselkupskaya in Krasnoselkupsky rayon, Yamalo-Nenets Autonomous Okrug	65.5344562714	82.2994849143	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Ludmila Osipova											
Selkup4	F	Selkup	Selkup	CentralAsiaSiberia	Russia	Tolka Purovskaja  in Purovsky-rayon, Yamalo-Nenets Autonomous Okrug  / Farkovo in Turukhansky rayon, Krasnoyarsky kray / Krasnoselkup in  Krasnoselkupsky rayon, Yamalo-Nenets Autonomous Okrug / Sovetskaja Rechka in Krasnoselkupsky rayon, Yamalo-Nenets Autonomous Okrug / Tolka Krasnoselkupskaya in Krasnoselkupsky rayon, Yamalo-Nenets Autonomous Okrug	65.5344562714	82.2994849143	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Ludmila Osipova											
Selkup4a	F	Selkup	Selkup	CentralAsiaSiberia	Russia	Tolka Purovskaja  in Purovsky-rayon, Yamalo-Nenets Autonomous Okrug  / Farkovo in Turukhansky rayon, Krasnoyarsky kray / Krasnoselkup in  Krasnoselkupsky rayon, Yamalo-Nenets Autonomous Okrug / Sovetskaja Rechka in Krasnoselkupsky rayon, Yamalo-Nenets Autonomous Okrug / Tolka Krasnoselkupskaya in Krasnoselkupsky rayon, Yamalo-Nenets Autonomous Okrug	65.5344562714	82.2994849143	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Ludmila Osipova											
Selkup82	F	Selkup	Selkup	CentralAsiaSiberia	Russia	Tolka Purovskaja  in Purovsky-rayon, Yamalo-Nenets Autonomous Okrug  / Farkovo in Turukhansky rayon, Krasnoyarsky kray / Krasnoselkup in  Krasnoselkupsky rayon, Yamalo-Nenets Autonomous Okrug / Sovetskaja Rechka in Krasnoselkupsky rayon, Yamalo-Nenets Autonomous Okrug / Tolka Krasnoselkupskaya in Krasnoselkupsky rayon, Yamalo-Nenets Autonomous Okrug	65.5344562714	82.2994849143	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Ludmila Osipova											
Selkup83	M	Selkup	Selkup	CentralAsiaSiberia	Russia	Tolka Purovskaja  in Purovsky-rayon, Yamalo-Nenets Autonomous Okrug  / Farkovo in Turukhansky rayon, Krasnoyarsky kray / Krasnoselkup in  Krasnoselkupsky rayon, Yamalo-Nenets Autonomous Okrug / Sovetskaja Rechka in Krasnoselkupsky rayon, Yamalo-Nenets Autonomous Okrug / Tolka Krasnoselkupskaya in Krasnoselkupsky rayon, Yamalo-Nenets Autonomous Okrug	65.5344562714	82.2994849143	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Ludmila Osipova											
Selkup87	M	Selkup	Selkup	CentralAsiaSiberia	Russia	Tolka Purovskaja  in Purovsky-rayon, Yamalo-Nenets Autonomous Okrug  / Farkovo in Turukhansky rayon, Krasnoyarsky kray / Krasnoselkup in  Krasnoselkupsky rayon, Yamalo-Nenets Autonomous Okrug / Sovetskaja Rechka in Krasnoselkupsky rayon, Yamalo-Nenets Autonomous Okrug / Tolka Krasnoselkupskaya in Krasnoselkupsky rayon, Yamalo-Nenets Autonomous Okrug	65.5344562714	82.2994849143	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Ludmila Osipova											
Ale11	M	Tlingit	Tlingit	CentralAsiaSiberia	Russia	Nikolskoye	55.18	166	0	1	Rem Sukernik / Stanislav Dryomov											
Ale14	F	Tlingit	Tlingit	CentralAsiaSiberia	Russia	Nikolskoye	55.18	166	1	1	Rem Sukernik / Stanislav Dryomov											
Ale16	F	Tlingit	Tlingit	CentralAsiaSiberia	Russia	Nikolskoye	55.18	166	1	1	Rem Sukernik / Stanislav Dryomov											
Ale32	M	Tlingit	Tlingit	CentralAsiaSiberia	Russia	Petropavlovsk-Kamchatski	53	158.65	1	1	Rem Sukernik / Stanislav Dryomov											
Ale9	M	Tlingit	Tlingit	CentralAsiaSiberia	Russia	Nikolskoye	55.18	166	1	1	Rem Sukernik / Stanislav Dryomov											
Tuba1	M	Tubalar	Tubalar	CentralAsiaSiberia	Russia	Artybash and Kebezen	51.1333333333	87	1	1	Rem Sukernik / Stanislav Dryomov											
Tuba10	F	Tubalar	Tubalar	CentralAsiaSiberia	Russia	Artybash and Kebezen	51.1333333333	87	1	1	Rem Sukernik / Stanislav Dryomov											
Tuba11	F	Tubalar	Tubalar	CentralAsiaSiberia	Russia	Artybash and Kebezen	51.1333333333	87	1	1	Rem Sukernik / Stanislav Dryomov											
Tuba12	F	Tubalar	Tubalar	CentralAsiaSiberia	Russia	Artybash and Kebezen	51.1333333333	87	1	1	Rem Sukernik / Stanislav Dryomov											
Tuba13	F	Tubalar	Tubalar	CentralAsiaSiberia	Russia	Artybash and Kebezen	51.1333333333	87	1	1	Rem Sukernik / Stanislav Dryomov											
Tuba14	F	Tubalar	Tubalar	CentralAsiaSiberia	Russia	Artybash and Kebezen	51.1333333333	87	0	1	Rem Sukernik / Stanislav Dryomov											
Tuba15	F	Tubalar	Tubalar	CentralAsiaSiberia	Russia	Artybash and Kebezen	51.1333333333	87	1	1	Rem Sukernik / Stanislav Dryomov											
Tuba16	F	Tubalar	Tubalar	CentralAsiaSiberia	Russia	Artybash and Kebezen	51.1333333333	87	1	1	Rem Sukernik / Stanislav Dryomov											
Tuba17	M	Tubalar	Tubalar	CentralAsiaSiberia	Russia	Artybash and Kebezen	51.1333333333	87	1	1	Rem Sukernik / Stanislav Dryomov											
Tuba18	M	Tubalar	Tubalar	CentralAsiaSiberia	Russia	Artybash and Kebezen	51.1333333333	87	1	1	Rem Sukernik / Stanislav Dryomov											
Tuba19	F	Tubalar	Tubalar	CentralAsiaSiberia	Russia	Artybash and Kebezen	51.1333333333	87	1	1	Rem Sukernik / Stanislav Dryomov											
Tuba2	M	Tubalar	Tubalar	CentralAsiaSiberia	Russia	Artybash and Kebezen	51.1333333333	87	1	1	Rem Sukernik / Stanislav Dryomov											
Tuba20	F	Tubalar	Tubalar	CentralAsiaSiberia	Russia	Artybash and Kebezen	51.1333333333	87	1	1	Rem Sukernik / Stanislav Dryomov											
Tuba21	F	Tubalar	Tubalar	CentralAsiaSiberia	Russia	Artybash and Kebezen	51.1333333333	87	1	1	Rem Sukernik / Stanislav Dryomov											
Tuba22	F	Tubalar	Tubalar	CentralAsiaSiberia	Russia	Artybash and Kebezen	51.1333333333	87	1	1	Rem Sukernik / Stanislav Dryomov											
Tuba23	M	Tubalar	Tubalar	CentralAsiaSiberia	Russia	Artybash and Kebezen	51.1333333333	87	1	1	Rem Sukernik / Stanislav Dryomov											
Tuba24	M	Tubalar	Tubalar	CentralAsiaSiberia	Russia	Artybash and Kebezen	51.1333333333	87	1	1	Rem Sukernik / Stanislav Dryomov											
Tuba25	M	Tubalar	Tubalar	CentralAsiaSiberia	Russia	Artybash and Kebezen	51.1333333333	87	1	1	Rem Sukernik / Stanislav Dryomov											
Tuba26	F	Tubalar	Tubalar	CentralAsiaSiberia	Russia	Artybash and Kebezen	51.1333333333	87	0	1	Rem Sukernik / Stanislav Dryomov											
Tuba27	F	Tubalar	Tubalar	CentralAsiaSiberia	Russia	Artybash and Kebezen	51.1333333333	87	0	1	Rem Sukernik / Stanislav Dryomov											
Tuba28	F	Tubalar	Tubalar	CentralAsiaSiberia	Russia	Artybash and Kebezen	51.1333333333	87	0	1	Rem Sukernik / Stanislav Dryomov											
Tuba29	F	Tubalar	Tubalar	CentralAsiaSiberia	Russia	Artybash and Kebezen	51.1333333333	87	1	1	Rem Sukernik / Stanislav Dryomov											
Tuba3	F	Tubalar	Tubalar	CentralAsiaSiberia	Russia	Artybash and Kebezen	51.1333333333	87	0	1	Rem Sukernik / Stanislav Dryomov											
Tuba30	F	Tubalar	Tubalar	CentralAsiaSiberia	Russia	Artybash and Kebezen	51.1333333333	87	1	1	Rem Sukernik / Stanislav Dryomov											
Tuba31	F	Tubalar	Tubalar	CentralAsiaSiberia	Russia	Artybash and Kebezen	51.1333333333	87	1	1	Rem Sukernik / Stanislav Dryomov											
Tuba4	F	Tubalar	Tubalar	CentralAsiaSiberia	Russia	Artybash and Kebezen	51.1333333333	87	0	1	Rem Sukernik / Stanislav Dryomov											
Tuba5	F	Tubalar	Tubalar	CentralAsiaSiberia	Russia	Artybash and Kebezen	51.1333333333	87	0	1	Rem Sukernik / Stanislav Dryomov											
Tuba6	F	Tubalar	Tubalar	CentralAsiaSiberia	Russia	Artybash and Kebezen	51.1333333333	87	1	1	Rem Sukernik / Stanislav Dryomov											
Tuba7	F	Tubalar	Tubalar	CentralAsiaSiberia	Russia	Artybash and Kebezen	51.1333333333	87	0	1	Rem Sukernik / Stanislav Dryomov											
Tuba8	F	Tubalar	Tubalar	CentralAsiaSiberia	Russia	Artybash and Kebezen	51.1333333333	87	0	1	Rem Sukernik / Stanislav Dryomov											
Tuba9	F	Tubalar	Tubalar	CentralAsiaSiberia	Russia	Artybash and Kebezen	51.1333333333	87	1	1	Rem Sukernik / Stanislav Dryomov											
Tuvinians111	F	Tuvinian	Tuvinian	CentralAsiaSiberia	Russia	Erzin_in_Tuva_Republic	50.259608	95.160313	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Larissa Damba / Mikhail Voevoda / Marina Gubina											
Tuvinians51	F	Tuvinian	Tuvinian	CentralAsiaSiberia	Russia	Erzin_in_Tuva_Republic	50.259608	95.160313	1	1	Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Larissa Damba / Mikhail Voevoda / Marina Gubina											
